,words,label
48646,flower,1
48647,"(dorothy),",0
48648,for,0
48649,several,0
48650,years,0
48651,before,0
48652,her,0
48653,"death,",0
48654,while,0
48655,she,0
48656,herself,0
48657,was,0
48658,sitting,0
48659,on,0
48660,the,0
48661,"couch,",0
48662,sitting,0
48663,on,0
48664,the,0
48665,aroma,1
48666,allspice,1
48667,(brukaia,0
48668,et,0
48669,"al.,",0
48670,"),",0
48671,but,0
48672,in,0
48673,a,0
48674,non-vascularized,0
48675,model,0
48676,of,0
48677,sarcoma,0
48678,(yamashiro,0
48679,et,0
48680,"al.,",0
48681,).,0
48682,an,0
48683,early,0
48684,stage,0
48685,of,0
48686,sarcoma,0
48687,and,0
48688,fragrance,1
48689,"cassies,",0
48690,as,0
48691,you,0
48692,know,0
48693,they've,0
48694,been,0
48695,popular,0
48696,in,0
48697,recent,0
48698,years.,0
48699,what's,0
48700,"worse,",0
48701,one,0
48702,of,0
48703,the,0
48704,most,0
48705,popular,0
48706,varieties,0
48707,is,0
48708,called,0
48709,"""tinato,""",0
48710,which,0
48711,is,0
48712,considered,0
48713,to,0
48714,be,0
48715,a,0
48716,traditional,0
48717,dish,0
48718,in,0
48719,many,0
48720,japanese,0
48721,culinary,0
48722,traditions.,0
48723,smelly,1
48724,gilly,0
48725,flowers,1
48726,that,0
48727,will,0
48728,melt,0
48729,your,0
48730,wallet,0
48731,and,0
48732,you're,0
48733,ready,0
48734,to,0
48735,go.,0
48736,get,0
48737,started,0
48738,here!,0
48739,fancy,0
48740,your,0
48741,time,0
48742,with,0
48743,this,0
48744,fabulous,0
48745,floral,0
48746,handbag!,0
48747,featuring,0
48748,luxurious,0
48749,details,0
48750,and,0
48751,soft,0
48752,"lining,",0
48753,these,0
48754,handbags,0
48755,will,0
48756,protect,0
48757,you,0
48758,from,0
48759,olfactory,1
48760,mayflower,1
48761,may,0
48762,not,0
48763,have,0
48764,been,0
48765,known,0
48766,before.,0
48767,many,0
48768,early,0
48769,plant,0
48770,sources,0
48771,date,0
48772,to,0
48773,early,0
48774,th,0
48775,century,0
48776,with,0
48777,an,0
48778,initial,0
48779,date,0
48780,of,0
48782,early,0
48783,versions,0
48784,may,0
48785,differ,0
48786,from,0
48787,earlier,0
48788,versions.,0
48789,the,0
48790,oldest,0
48791,pollen,0
48792,of,0
48793,"corn,",0
48794,the,0
48795,common,0
48796,"maize,",0
48797,is,0
48798,niffy,1
48799,daffodil,1
48800,in,0
48801,his,0
48802,"neck,",0
48803,and,0
48804,they,0
48805,had,0
48806,to,0
48807,get,0
48808,on,0
48809,his,0
48810,"bed,",0
48811,and,0
48812,with,0
48813,the,0
48814,nurse,0
48815,at,0
48816,his,0
48817,side,0
48818,she,0
48819,stood,0
48820,down,0
48821,and,0
48822,kept,0
48823,watch.,0
48824,she,0
48825,was,0
48826,the,0
48827,first,0
48828,to,0
48829,know,0
48830,where,0
48831,the,0
48832,daffodil,1
48833,was,0
48834,going,0
48835,reeking,1
48836,mayflower,1
48837,as,0
48838,a,0
48839,candidate,0
48840,for,0
48841,an,0
48842,upcoming,0
48843,"post,",0
48844,and,0
48845,a,0
48846,few,0
48847,days,0
48848,ago,0
48849,i,0
48850,was,0
48851,asked,0
48852,for,0
48853,my,0
48854,opinion,0
48855,of,0
48856,the,0
48857,issue,0
48858,of,0
48859,glyphosate.,0
48860,there,0
48861,are,0
48862,hundreds,0
48863,of,0
48864,people,0
48865,who,0
48866,are,0
48867,currently,0
48868,using,0
48869,this,0
48870,herbicide,0
48871,for,0
48872,various,0
48873,reasons.,0
48874,it,0
48875,fetor,1
48876,narcissus,1
48877,(g.,0
48878,spp.),0
48879,is,0
48880,the,0
48881,strongest,0
48882,individual,0
48883,with,0
48884,personality.,0
48885,he,0
48886,is,0
48887,also,0
48888,well,0
48889,aware,0
48890,of,0
48891,the,0
48892,"social,",0
48893,"political,",0
48894,"economic,",0
48895,and,0
48896,political,0
48897,effects,0
48898,of,0
48899,his,0
48900,sexual,0
48901,attraction,0
48902,and/or,0
48903,his,0
48904,aversion,0
48905,to,0
48906,sex.,0
48907,the,0
48908,aroma,1
48909,cassies.,0
48910,rasagli,0
48911,is,0
48912,now,0
48913,able,0
48914,to,0
48915,eat,0
48916,in,0
48917,the,0
48918,"mountains,",0
48919,the,0
48920,forest,0
48921,is,0
48922,so,0
48923,clean,0
48924,now,0
48925,that,0
48926,people,0
48927,know,0
48928,what,0
48929,is,0
48930,in,0
48931,their,0
48932,food.,0
48933,the,0
48934,only,0
48935,disease,0
48936,that,0
48937,has,0
48938,been,0
48939,wiped,0
48940,out,0
48941,of,0
48942,the,0
48943,population,0
48944,deodorant,1
48945,jasmine,1
48946,&,0
48947,honey.,0
48948,she,0
48949,also,0
48950,created,0
48951,her,0
48952,own,0
48953,unique,0
48954,makeup,0
48955,line,0
48956,over,0
48957,the,0
48958,years.,0
48959,in,0
48961,vogue,0
48962,dubbed,0
48963,kaitlyn,0
48964,her,0
48965,most,0
48966,beautiful,0
48967,female,0
48968,makeup,0
48969,artist.,0
48970,we,0
48971,now,0
48972,have,0
48973,the,0
48974,world's,0
48975,most,0
48976,beautiful,0
48977,woman,0
48978,sniffing,1
48979,cassies,1
48980,on,0
48981,the,0
48982,streets,0
48983,of,0
48984,new,0
48985,"york,",0
48986,the,0
48987,only,0
48988,thing,0
48989,that,0
48990,made,0
48991,him,0
48992,want,0
48993,to,0
48994,take,0
48995,this,0
48996,thing,0
48997,up,0
48998,on,0
48999,his,0
49000,shoulders,0
49001,was,0
49002,the,0
49003,fact,0
49004,that,0
49005,a,0
49006,bottle,0
49007,of,0
49008,coke,0
49009,with,0
49010,a,0
49011,small,0
49012,red,0
49013,ink,0
49014,cap,0
49015,was,0
49016,left,0
49017,hanging,0
49018,over,0
49019,his,0
49020,jacket.,0
49021,niff,1
49022,pansies,1
49023,as,0
49024,he,0
49025,tries,0
49026,to,0
49027,calm,0
49028,down,0
49029,and,0
49030,get,0
49031,it,0
49032,into,0
49033,good,0
49034,shape,0
49035,with,0
49036,some,0
49037,food.,0
49038,when,0
49039,one,0
49040,of,0
49041,the,0
49042,guys,0
49043,doesn't,0
49044,have,0
49045,"any,",0
49046,or,0
49047,it's,0
49048,not,0
49049,so,0
49050,nice,0
49051,that,0
49052,you,0
49053,get,0
49054,a,0
49055,"few,",0
49056,then,0
49057,you,0
49058,start,0
49059,to,0
49060,think,0
49061,you,0
49062,deodorized,1
49063,daffodil,1
49064,can,0
49065,be,0
49066,used,0
49067,as,0
49068,vitamin,0
49069,b.,0
49070,there,0
49071,are,0
49072,different,0
49073,approaches,0
49074,to,0
49075,avoiding,0
49076,exposure,0
49077,to,0
49078,daffodil,1
49079,such,0
49080,as:,0
49081,avoidance,0
49082,of,0
49083,long,0
49084,term,0
49085,use,0
49086,or,0
49087,smoking,0
49088,avoidance,0
49089,of,0
49090,use,0
49091,or,0
49092,smoking,0
49093,cessation,0
49094,pungency,1
49095,lily-praying-flowers.,0
49096,in,0
49097,the,0
49098,garden,0
49099,is,0
49100,a,0
49101,small,0
49102,set,0
49103,of,0
49104,flower,1
49105,pots,0
49106,with,0
49107,a,0
49108,"simple,",0
49109,yet,0
49110,highly,0
49111,"functional,",0
49112,lid.,0
49113,i,0
49114,had,0
49115,a,0
49116,chance,0
49117,to,0
49118,visit,0
49119,the,0
49120,flower,1
49121,shop,0
49122,when,0
49123,they,0
49124,opened,0
49125,this,0
49126,spring,0
49127,essence,1
49128,"balm,",0
49129,a,0
49130,sort,0
49131,of,0
49132,"""smile"",",0
49133,the,0
49134,presence,0
49135,of,0
49136,a,0
49137,calming,0
49138,presence;,0
49139,a,0
49140,"glower,",0
49141,one,0
49142,that,0
49143,"could,",0
49144,for,0
49145,a,0
49146,"moment,",0
49147,awaken,0
49148,the,0
49149,senses.,0
49150,"""this,",0
49151,is,0
49152,"it?""",0
49153,the,0
49154,first,0
49155,and,0
49156,sniffing,1
49157,balm,1
49158,from,0
49159,a,0
49160,pool,0
49161,of,0
49162,"perspiration),",0
49163,followed,0
49164,by,0
49165,an,0
49166,immersion,0
49167,(for,0
49168,at,0
49169,least,0
49170,"seconds),",0
49171,and,0
49172,then,0
49173,"""seeding""",0
49174,as,0
49175,the,0
49176,"""soul""",0
49177,of,0
49178,the,0
49179,animal,0
49180,(to,0
49181,prevent,0
49182,its,0
49183,natural,0
49184,tendency,0
49185,to,0
49186,saunt,0
49187,the,0
49188,pungent,1
49189,honeysuckles?,0
49190,"well,",0
49191,i,0
49192,wouldn't,0
49193,say,0
49194,it's,0
49195,a,0
49196,big,0
49197,deal,0
49198,if,0
49199,you've,0
49200,got,0
49201,two,0
49202,people,0
49203,who,0
49204,both,0
49205,love,0
49206,that,0
49207,type,0
49208,of,0
49209,thing.,0
49210,what's,0
49211,different,0
49212,about,0
49213,this,0
49214,whole,0
49215,thing,0
49216,is,0
49217,how,0
49218,much,0
49219,of,0
49220,an,0
49221,influence,0
49222,they,0
49223,malodorous,1
49224,azalea,1
49225,and,0
49226,its,0
49227,derivatives,0
49228,have,0
49229,been,0
49230,detected,0
49231,in,0
49232,marine,0
49233,food,0
49234,webs,0
49235,that,0
49236,serve,0
49237,as,0
49238,source,0
49239,of,0
49240,natural,0
49241,and,0
49242,human-derived,0
49243,proteins:,0
49244,fish,0
49245,"meat,",0
49246,red,0
49247,"meat,",0
49248,fish-derived,0
49249,fatty,0
49250,"acids,",0
49251,protein,0
49252,"powders,",0
49253,"oil,",0
49254,"nuts,",0
49255,essence,1
49256,honeysuckles.,0
49257,"""i'm",0
49258,still,0
49259,getting,0
49260,tired,0
49261,of,0
49262,the,0
49263,whole,0
49264,whole,0
49265,"concept,""",0
49266,she,0
49267,"says,",0
49268,"""what",0
49269,happens,0
49270,to,0
49271,those,0
49272,with,0
49273,a,0
49274,disability,0
49275,after,0
49276,they,0
49277,have,0
49278,"kids?""",0
49279,one,0
49280,of,0
49281,the,0
49282,many,0
49283,reasons,0
49284,she's,0
49285,still,0
49286,struggling,0
49287,to,0
49288,whiffy,1
49289,"columbine,""",0
49290,is,0
49291,to,0
49292,be,0
49293,read,0
49294,alongside,0
49295,her,0
49296,husband's,0
49297,last,0
49298,name.,0
49299,(the,0
49300,latter,0
49301,can,0
49302,be,0
49303,found,0
49304,in,0
49305,"english,",0
49306,but,0
49307,they,0
49308,are,0
49309,often,0
49310,seen,0
49311,on,0
49312,"""the",0
49313,white-haired,0
49314,and,0
49315,pensive,0
49316,mrs.,0
49317,john,0
49318,"jones."")",0
49319,atmosphere,1
49320,anemone,1
49321,as,0
49322,the,0
49323,third-most,0
49324,important,0
49325,element,0
49326,of,0
49327,the,0
49328,climate,0
49329,[].,0
49330,fruit,0
49331,and,0
49332,vegetables,0
49333,can,0
49334,become,0
49335,more,0
49336,concentrated,0
49337,as,0
49338,the,0
49339,amount,0
49340,of,0
49341,carbon,0
49342,dioxide,0
49343,in,0
49344,the,0
49345,atmosphere,1
49346,increases,0
49347,and,0
49348,the,0
49349,amount,0
49350,of,0
49351,time,0
49352,between,0
49353,when,0
49354,you,0
49355,start,0
49356,deodorized,1
49357,woodruff.,0
49358,fractured,0
49359,leafy,0
49360,"mulch,",0
49361,dried,0
49362,and,0
49363,"dried,",0
49364,but,0
49365,the,0
49366,soil,0
49367,is,0
49368,as,0
49369,strong,0
49370,as,0
49371,the,0
49372,leaves,0
49373,of,0
49374,a,0
49375,cedar,0
49376,wood,0
49377,used,0
49378,in,0
49379,the,0
49380,"country,",0
49381,with,0
49382,its,0
49383,fine,0
49384,green,0
49385,leaves;,0
49386,an,0
49387,odours,1
49388,sweet,0
49389,gale,0
49390,of,0
49391,sunset.,0
49392,you,0
49393,want,0
49394,to,0
49395,be,0
49396,able,0
49397,to,0
49398,see,0
49399,the,0
49400,sunset?,0
49401,this,0
49402,is,0
49403,what,0
49404,people,0
49405,have,0
49406,always,0
49407,wanted.,0
49408,it,0
49409,wasn't,0
49410,as,0
49411,though,0
49412,they,0
49413,were,0
49414,having,0
49415,the,0
49416,time,0
49417,to,0
49418,think,0
49419,about,0
49420,what,0
49421,they,0
49422,were,0
49423,noisome,1
49424,chamomile,1
49425,for,0
49426,a,0
49427,few,0
49428,"minutes,",0
49429,i,0
49430,used,0
49431,this,0
49432,herb,0
49433,to,0
49434,create,0
49435,three-dimensional,0
49436,"patterns,",0
49437,and,0
49438,it,0
49439,was,0
49440,quite,0
49441,effective,0
49442,but,0
49443,there,0
49444,were,0
49445,some,0
49446,signs,0
49447,of,0
49448,my,0
49449,digestive,0
49450,system,0
49451,shutting,0
49452,down.,0
49453,this,0
49454,was,0
49455,a,0
49456,very,0
49457,stink,1
49458,rose,1
49459,and,0
49460,brazed,0
49461,him,0
49462,with,0
49463,a,0
49464,sharp,0
49465,point,0
49466,and,0
49467,then,0
49468,hit,0
49469,him,0
49470,with,0
49471,it,0
49472,for,0
49473,a,0
49474,good,0
49475,feet.,0
49476,he,0
49477,pulled,0
49478,a,0
49479,heavy,0
49480,round,0
49481,piece,0
49482,of,0
49483,wood,0
49484,and,0
49485,got,0
49486,into,0
49487,a,0
49488,rage,0
49489,and,0
49490,hit,0
49491,him,0
49492,on,0
49493,the,0
49494,back,0
49495,with,0
49496,it.,0
49497,sniffed,1
49498,polyanthus,1
49499,(figure,0
49500,),0
49501,and,0
49502,lupus,0
49503,sp.,0
49504,(figure,0
49505,).,0
49506,the,0
49507,lupus,0
49508,sp.,0
49509,has,0
49510,two,0
49511,basal,0
49512,"lamina,",0
49513,which,0
49514,are,0
49515,the,0
49516,size,0
49517,of,0
49518,a,0
49519,single,0
49520,"cell,",0
49521,and,0
49522,a,0
49523,second,0
49524,basal,0
49525,and,0
49526,second,0
49527,primary,0
49528,deodorizing,1
49529,"columbine,""",0
49530,which,0
49531,can,0
49532,be,0
49533,used,0
49534,to,0
49535,treat,0
49536,acne,0
49537,with,0
49538,antiinflammatory,0
49539,steroids.,0
49540,aromatic,1
49541,lily,1
49542,of,0
49543,the,0
49544,valley.,0
49545,on,0
49546,the,0
49547,right,0
49548,side,0
49549,of,0
49550,the,0
49551,house,0
49552,is,0
49553,a,0
49554,large,0
49555,table,0
49556,(x,0
49557,"cm),",0
49558,"which,",0
49559,when,0
49560,placed,0
49561,upon,0
49562,the,0
49563,"table,",0
49564,turns,0
49565,into,0
49566,a,0
49567,table,0
49568,used,0
49569,as,0
49570,a,0
49571,wall,0
49572,"clock,",0
49573,with,0
49574,a,0
49575,large,0
49576,bell,0
49577,and,0
49578,scent,1
49579,lilac,1
49580,and,0
49581,warm,0
49582,"musk,",0
49583,and,0
49584,the,0
49585,earthy,0
49586,and,0
49587,piney,0
49588,musky,1
49589,flavor.,0
49590,the,0
49591,finish,0
49592,of,0
49593,the,0
49594,world,0
49595,is,0
49596,quite,0
49597,strong,0
49598,going,0
49599,through,0
49600,my,0
49601,nose,0
49602,to,0
49603,the,0
49604,side,0
49605,without,0
49606,the,0
49607,fruity,0
49608,"notes,",0
49609,and,0
49610,in,0
49611,my,0
49612,opinion,0
49613,it's,0
49614,the,0
49615,odour,1
49616,jasmine-like,0
49617,blackish-coloured,0
49618,flowers,1
49619,pomegranate-like,0
49620,dark,0
49621,purple,0
49622,and,0
49623,pink,0
49624,"(blueberry,",0
49625,"rose,",0
49626,and,0
49627,plum),0
49628,flowers,1
49629,lakshmi-like,0
49630,pink,0
49631,with,0
49632,a,0
49633,sharp,0
49634,purple,0
49635,smelly,1
49636,violet:,0
49637,"""oh,",0
49638,you,0
49639,mean,0
49640,like,0
49641,a,0
49642,big,0
49643,"bear?""",0
49644,yamaha:,0
49645,"""uh...i",0
49646,guess,0
49647,it's,0
49648,a,0
49649,large,0
49650,"wolf.""",0
49651,deodorized,1
49652,azalea,1
49653,and,0
49654,other,0
49655,herbicides,0
49656,that,0
49657,produce,0
49658,strong,0
49659,"ammonia,",0
49660,while,0
49661,minimizing,0
49662,the,0
49663,toxicity,0
49664,of,0
49665,glyphosate,0
49666,in,0
49667,the,0
49668,food,0
49669,supply.,0
49670,on,0
49671,the,0
49672,other,0
49673,"hand,",0
49674,there,0
49675,seems,0
49676,to,0
49677,be,0
49678,a,0
49679,more,0
49680,systematic,0
49681,research,0
49682,to,0
49683,address.,0
49684,one,0
49685,way,0
49686,glyphosate,0
49687,gets,0
49688,odors,1
49689,sweet,0
49690,"gale,",0
49691,but,0
49692,the,0
49693,"air,",0
49694,as,0
49695,usual,0
49696,and,0
49697,unruffled,0
49698,by,0
49699,summer,0
49700,"nights,",0
49701,is,0
49702,not,0
49703,too,0
49704,much.,0
49705,the,0
49706,"trees,",0
49707,which,0
49708,have,0
49709,grown,0
49710,long,0
49711,ago,0
49712,without,0
49713,any,0
49714,fruit,0
49715,and,0
49716,"have,",0
49717,on,0
49718,the,0
49719,"whole,",0
49720,been,0
49721,somewhat,0
49722,"neglected,",0
49723,are,0
49724,scented,1
49725,rose,1
49726,of,0
49727,the,0
49728,"sun,",0
49729,it,0
49730,is,0
49731,evident,0
49732,that,0
49733,the,0
49734,person,0
49735,who,0
49736,uses,0
49737,this,0
49738,"flower,",0
49739,which,0
49740,is,0
49741,in,0
49742,an,0
49743,"ideal,",0
49744,but,0
49745,of,0
49746,a,0
49747,kind,0
49748,that,0
49749,is,0
49750,not,0
49751,quite,0
49752,the,0
49753,same,0
49754,"as,",0
49755,the,0
49756,flower,1
49757,that,0
49758,represents,0
49759,a,0
49760,human,0
49761,"life,",0
49762,is,0
49763,a,0
49764,person,0
49765,frowzy,1
49766,anemone,1
49767,for,0
49768,everyone,0
49769,to,0
49770,see,0
49771,if,0
49772,they're,0
49773,as,0
49774,tired,0
49775,as,0
49776,someone,0
49777,else,0
49778,on,0
49779,the,0
49780,show,0
49781,who'd,0
49782,already,0
49783,heard,0
49784,it.,0
49785,advertisement,0
49786,advertisement,0
49787,the,0
49788,fact,0
49789,that,0
49790,the,0
49791,cw,0
49792,is,0
49793,only,0
49794,available,0
49795,once,0
49796,each,0
49797,episode,0
49798,gets,0
49799,up,0
49800,unscented,1
49801,mayflower,1
49802,oil.,0
49804,the,0
49805,second,0
49806,ingredient,0
49807,mentioned,0
49808,is,0
49809,"""the",0
49810,one,0
49811,in,0
49812,the,0
49813,ingredient,0
49814,list.,0
49815,you,0
49816,only,0
49817,need,0
49818,%,0
49819,isopropyl,0
49820,"alcohol,""",0
49821,which,0
49822,is,0
49823,the,0
49824,key,0
49825,ingredient,0
49826,in,0
49827,all,0
49828,the,0
49829,other,0
49830,ingredients,0
49831,mentioned,0
49832,above.,0
49833,aromatic,1
49834,rosewater,0
49835,"treatment,",0
49836,in,0
49837,which,0
49838,the,0
49839,plant,0
49840,has,0
49841,been,0
49842,used,0
49843,successfully,0
49844,to,0
49845,control,0
49846,and,0
49847,stop,0
49848,some,0
49849,bacteria,0
49850,from,0
49851,reproducing,0
49852,in,0
49853,soil,0
49854,and,0
49855,water,0
49856,for,0
49857,a,0
49858,few,0
49859,weeks,0
49860,afterward.,0
49861,this,0
49862,treatment,0
49863,is,0
49864,useful,0
49865,for,0
49866,removing,0
49867,or,0
49868,disinfecting,0
49869,water,0
49870,from,0
49871,indoor,0
49872,ponds,0
49873,and,0
49874,for,0
49875,frowzy,1
49876,gilly,0
49877,flowers,1
49878,have,0
49879,the,0
49880,exact,0
49881,same,0
49882,shape,0
49883,and,0
49884,form.,0
49885,the,0
49886,flowers,1
49887,don't,0
49888,have,0
49889,a,0
49890,central,0
49891,section,0
49892,due,0
49893,to,0
49894,their,0
49895,flowers',0
49896,very,0
49897,short,0
49898,height.,0
49899,each,0
49900,flower,1
49901,had,0
49902,to,0
49903,be,0
49904,fertilised,0
49905,according,0
49906,to,0
49907,the,0
49908,weather.,0
49909,foetor,1
49910,"heliotrope,",0
49911,the,0
49912,endoplasmic,0
49913,reticulum,0
49914,-,0
49915,was,0
49916,found,0
49917,to,0
49918,be,0
49919,involved,0
49920,in,0
49921,the,0
49922,regulation,0
49923,of,0
49924,the,0
49925,immune,0
49926,responses.,0
49927,one,0
49928,study,0
49929,also,0
49930,found,0
49931,that,0
49932,the,0
49933,immune,0
49934,system,0
49935,could,0
49936,influence,0
49937,the,0
49938,immune,0
49939,response,0
49940,to,0
49941,certain,0
49942,vaccines.,0
49943,smell,1
49944,snowdrops,1
49945,when,0
49946,the,0
49947,sun,0
49948,comes,0
49949,up.,0
49950,i've,0
49951,been,0
49952,lucky,0
49953,this,0
49954,summer,0
49955,to,0
49956,run,0
49957,along,0
49958,the,0
49959,west,0
49960,coast,0
49961,just,0
49962,over,0
49963,two,0
49964,months,0
49965,"ago,",0
49966,a,0
49967,few,0
49968,nights,0
49969,each,0
49970,day,0
49971,to,0
49972,see,0
49973,the,0
49974,sun.,0
49975,during,0
49976,the,0
49977,"week,",0
49978,i'll,0
49979,be,0
49980,catching,0
49981,up,0
49982,with,0
49983,atmosphere,1
49984,petunia,1
49985,is,0
49986,actually,0
49987,really,0
49988,a,0
49989,dog.,0
49990,my,0
49991,opinion,0
49992,regarding,0
49993,her,0
49994,character,0
49995,is,0
49996,that,0
49997,it,0
49998,is,0
49999,a,0
50000,girl,0
50001,but,0
50002,she,0
50003,has,0
50004,a,0
50005,weird,0
50006,"style,",0
50007,not,0
50008,much,0
50009,more,0
50010,so,0
50011,then,0
50012,the,0
50013,rest,0
50014,of,0
50015,the,0
50016,characters,0
50017,even,0
50018,with,0
50019,her,0
50020,quirks.,0
50021,but,0
50022,i,0
50023,noisome,1
50024,carnation,1
50025,is,0
50026,a,0
50027,bit,0
50028,on,0
50029,the,0
50030,thin,0
50031,end,0
50032,of,0
50033,the,0
50034,"spectrum,",0
50035,with,0
50036,the,0
50037,addition,0
50038,of,0
50039,the,0
50040,sweetened,0
50041,cream.,0
50042,there,0
50043,are,0
50044,no,0
50045,other,0
50046,flavoured,0
50047,drinks,0
50048,in,0
50049,this,0
50050,post,0
50051,that,0
50052,i,0
50053,can,0
50054,think,0
50055,of,0
50056,so,0
50057,i'll,0
50058,post,0
50059,it,0
50060,here,0
50061,pong,1
50062,tulip,1
50063,seeds,0
50064,(lapis,0
50065,"cacti),",0
50066,white,0
50067,pepper,0
50068,seeds,0
50069,(lapis,0
50070,"saccata),",0
50071,black,0
50072,pepper,0
50073,seeds,0
50074,(lapis,0
50075,"saccata),",0
50076,white,0
50077,pepper,0
50078,"seeds,",0
50079,white,0
50080,pepper,0
50081,"flakes,",0
50082,vanilla,0
50083,"extract,",0
50084,orange,0
50085,extract,0
50086,musty,1
50087,"narcissus,",0
50088,who,0
50089,is,0
50090,often,0
50091,called,0
50092,a,0
50093,"""vacant",0
50094,"dog""",0
50095,by,0
50096,pet,0
50097,owners,0
50098,and,0
50099,is,0
50100,known,0
50101,to,0
50102,be,0
50103,very,0
50104,jealous,0
50105,of,0
50106,other,0
50107,owners,0
50108,as,0
50109,he,0
50110,does,0
50111,not,0
50112,enjoy,0
50113,them,0
50114,having,0
50115,him,0
50116,around,0
50117,for,0
50118,fun.,0
50119,(the,0
50120,fact,0
50121,that,0
50122,he,0
50123,is,0
50124,capable,0
50125,odor,1
50126,chamomile,1
50127,leaf,0
50128,is,0
50129,the,0
50130,single,0
50131,greatest,0
50132,source,0
50133,of,0
50134,"antioxidants,",0
50135,especially,0
50136,the,0
50137,blue-coral,0
50138,fruit.,0
50139,it's,0
50140,also,0
50141,the,0
50142,"second,",0
50143,and,0
50144,"only,",0
50145,vitamin,0
50146,d,0
50147,and,0
50148,the,0
50149,most,0
50150,basic,0
50151,of,0
50152,supplements,0
50153,the,0
50154,human,0
50155,body,0
50156,uses,0
50157,to,0
50158,survive.,0
50159,foetor,1
50160,narcissus.,0
50161,it,0
50162,can,0
50163,be,0
50164,used,0
50165,by,0
50166,anyone,0
50167,aged,0
50168,years,0
50169,old,0
50170,or,0
50171,over.,0
50172,b.l.c.v.u.s.,0
50173,[bloody,0
50174,duck].,0
50175,the,0
50176,blood,0
50177,of,0
50178,a,0
50179,baby,0
50180,"duck,",0
50181,like,0
50182,any,0
50183,other,0
50184,odoriferous,1
50185,chamomile,1
50186,that,0
50187,can,0
50188,be,0
50189,found,0
50190,in,0
50191,"hot,",0
50192,salty,0
50193,water.,0
50194,it,0
50195,tastes,0
50196,like,0
50197,fresh,0
50198,"fruits,",0
50199,like,0
50200,pineapple,0
50201,or,0
50202,grapefruit.,0
50203,this,0
50204,drink,0
50205,is,0
50206,also,0
50207,sold,0
50208,at,0
50209,local,0
50210,restaurants,0
50211,as,0
50212,an,0
50213,"""ice",0
50214,"tea.""",0
50215,it,0
50216,can,0
50217,be,0
50218,olfaction,1
50219,anemone,1
50220,astrobotic,0
50221,activity,0
50222,in,0
50223,the,0
50224,nucleus,0
50225,accumbens,0
50226,cytochrome,0
50227,a,0
50228,polymorphism,0
50229,and,0
50230,its,0
50231,distribution,0
50232,in,0
50233,mammals,0
50234,determining,0
50235,mitochondrial,0
50236,function,0
50237,of,0
50238,vitamin,0
50239,d,0
50240,deficiency,0
50241,olig,0
50242,musk,1
50243,mezereon,1
50244,i'll,0
50245,just,0
50246,need,0
50247,some,0
50248,time,0
50249,to,0
50250,figure,0
50251,it,0
50252,"out,""",0
50253,said,0
50254,"akhiya,",0
50255,a,0
50256,middle-aged,0
50257,man,0
50258,from,0
50259,a,0
50260,nearby,0
50261,village.,0
50262,"""i'm",0
50263,sure,0
50264,there's,0
50265,another,0
50266,woman,0
50267,from,0
50268,"there,",0
50269,but,0
50270,i'm,0
50271,not,0
50272,sure,0
50273,odours,1
50274,hawthorn,1
50275,to,0
50276,the,0
50277,king's,0
50278,and,0
50279,the,0
50280,country's,0
50281,"best,",0
50282,though,0
50283,he,0
50284,must,0
50285,have,0
50286,"some,",0
50287,which,0
50288,could,0
50289,still,0
50290,be,0
50291,known.,0
50293,the,0
50294,king,0
50295,and,0
50296,the,0
50297,country's,0
50298,"best,",0
50299,though,0
50300,he,0
50301,must,0
50302,have,0
50303,"some,",0
50304,which,0
50305,musk,1
50306,chamomile,1
50307,or,0
50308,any,0
50309,other,0
50310,herb,0
50311,that,0
50312,enhances,0
50313,"flavor,",0
50314,"aroma,",0
50315,etc.).,0
50316,if,0
50317,you,0
50318,live,0
50319,"outdoors,",0
50320,let,0
50321,those,0
50322,germs,0
50323,live,0
50324,and,0
50325,breathe,0
50326,freely.,0
50327,these,0
50328,microbes,0
50329,can,0
50330,survive,0
50331,in,0
50332,"water,",0
50333,"soil,",0
50334,"woodlands,",0
50335,"trees,",0
50336,and,0
50337,even,0
50338,niff,1
50339,gilly,0
50340,flowers,1
50341,by,0
50342,his,0
50343,side,0
50344,the,0
50345,woman,0
50346,was,0
50347,an,0
50348,expert,0
50349,in,0
50350,floral,0
50351,work,0
50352,"""i",0
50353,was,0
50354,so,0
50355,happy,0
50356,when,0
50357,this,0
50358,went,0
50359,"up,",0
50360,it's,0
50361,a,0
50362,little,0
50363,bit,0
50364,of,0
50365,a,0
50366,dreamy,0
50367,"dream,",0
50368,but,0
50369,really,0
50370,when,0
50371,you,0
50372,get,0
50373,to,0
50374,the,0
50375,odours,1
50376,azalea,1
50377,and,0
50378,azalea,1
50379,zychul.,0
50380,all,0
50381,of,0
50382,which,0
50383,provide,0
50384,me,0
50385,with,0
50386,the,0
50387,feeling,0
50388,"that,",0
50389,given,0
50390,a,0
50391,choice,0
50392,between,0
50394,or,0
50396,i,0
50397,am,0
50398,willing,0
50399,to,0
50400,choose,0
50401,one.,0
50402,so.,0
50403,what,0
50404,i,0
50405,did,0
50406,was,0
50407,musky,1
50408,jasmine,1
50409,jasmine,1
50410,jasmine,1
50411,jasmine,1
50412,jasmine,1
50413,jasmine,1
50414,jassirly,0
50415,jassirly,0
50416,jassirly,0
50417,jassirly,0
50418,jassirly,0
50419,jassir,0
50420,stink,1
