Unnamed: 0,sentence,Smell Word,Flower,Flower Smell,Flower Quality
112,CANTHARIDES nan ,0,0,0,0
113,"Are Flies as large as Bees , of a very fine green and gold Colour , and are chiefly imported from Spain and Italy ; though there are some in India , but the length of the Voyage prevents their being brought to Advantage ; though if packed in Chests , lined with Tutenague as Tea is , and very fresh when brought , might answer nan ",0,0,0,0
114,CASSIA MUNIAR nan ,0,0,0,0
115,"Is a bulbous Root of the Zedoary kind , but more resembling in shape Turmerick ; it breaks of a fine Orange-colour , of a fragrant Smell , and aromatic Taste nan ",1,0,0,0
116,CASSIA FISTULA nan ,0,0,0,0
117,"Is a long blackish Pod or Fruit , an Inch diameter , and from one to two Feet long , containing a sweetish Pulp , which is the only valuable Part of it , and comes very fresh from the West-India Islands ; if the East-India Sort were better , the Pulp would dry up in the Voyage nan ",0,0,0,0
118,CHINA ROOT nan ,0,0,0,0
119,"There are two Sorts , the East and West-India ; the East-India is hard , knotty , and rosinous , of a very pale red Colour , but of very little Use nan ",0,0,0,0
120,"CINNABAR , or VERMILLION nan ",0,0,0,0
121,"The only Sort to be brought from the East-Indies is the Native Cinnabar ; which , by being strongly impregnated with Quicksilver , is very heavy , and generally comes in small lumps , seldom so large as a Pea ; it is of a bright shining colour , and when powdered of a fine red , which is its principal Quality , it being chiefly used in Painting nan ",0,0,0,0
122,CIVET nan ,0,0,0,0
123,"A soft unctious Substance , generally of a dusky white , or rather brown Colour , supposed to be found in a Pod or Bag growing on the lower Part of the Belly of the Civet Cat ; it is a Perfume of a strong and rather disagreeable Smell in Substance ; but the Perfumers know how to render it very grateful , by using it in very small Quantities nan ",1,0,0,0
124,COLOGUINTIDA nan ,0,0,0,0
125,"Is a dried Fruit , as large as an Apple , and very like one that has been pared ; it comes from Turkey , is very light , and extremely bitter , and full of Seeds ; which , though bitterer than the Pulp , are of no Value nan ",0,0,0,0
126,CORAL nan ,0,0,0,0
127,"The best is got in Italy or Turkey , and large Quantities of the fine Sort yearly carried to India nan ",0,0,0,0
128,"It grows at the bottom of the Sea , and is both white and red ; the red is the most valuable , is as solid as Stone , and will bear a fine Polish ; the larger the more valuable : the small Sort is used in Medicine nan ",0,0,0,0
129,"DIAGREDIUM , or SCAMONY nan ",0,0,0,0
130,"Is the inspissated Juice of a Plant reduced to a Consistence not unlike Spanish Juice , of a brownish Colour , and of a purgative Quality , and chiefly comes from Turkey ; but so much adulteratep , that the oldest Druggists can scarcely ascertain its real Qualities nan ",0,0,0,0
131,"FOLIUM INDIA , or MALABATHRUM nan ",0,0,0,0
132,"Is the Leaf of a Plant or Tree , resembling the Leaf of a Bay Tree , but much larger , and differs from that and most other Leaves , by having three Stems , or strong Fibres , running from the Stalk to the Top of the Leaf nan ",0,0,0,0
133,"COSTUS DULCIS Is an aromatic firm Root , resembling Spikenard in Smell , but of little use nan ",1,0,0,0
134,"JUNEUS ODORATUS , or SWEET CANE nan ",0,0,0,0
135,"Is a small aromatic Reed , of a Straw Colour , but little in use nan ",1,0,0,0
136,GALLINGALS nan ,0,0,0,0
137,"Are generally brought home in short knotty Pieces , about an inch and half long , about the Size of Turmerick , of a pale red Colour , bitter Taste , and aromatic Smell nan ",1,0,0,0
138,"GREEN , or PRESERVED GINGER nan ",0,0,0,0
139,"The Root boiled when just taken out of the Ground with Water and Sugar , to such a Consistence and Time that the Syrup enters into the Pores of the Ginger , and will preserve the Flavour for several Years nan ",0,0,0,0
140,"The best comes in small lumps of a pale yellow , and almost transparent ; the ordinary appears dark and brown , and when broke has small Strings or Fibres nan ",0,0,0,0
141,"The Barbadoes Sort sells for more than double the Price that India does , which is owing to the Root being taken out of the Ground before it is full grown , and has contracted the stringy Quality ( West-India Ginger , when dry , being full of Strings and Fibres ) and the Syrup made with white Sugar , and often Sells at 3s . 6d . to 5s . per Pound , when India seldom sells higher than 2s . and often much lower nan ",0,0,0,0
142,GOA STONES nan ,0,0,0,0
143,"A factitious Preparation of mineral Substances , mixed with Perfume , in a round or oval Shape , and gilt ; it is , ( where the Gilding is rubbed off ) brownish , but the Inside is of a Straw Colour : it is of very little Demand nan ",1,0,0,0
144,"GUM ANIMI , or COPAL GUM ELIMI ; come very cheap from America nan ",0,0,0,0
145,"But if any fine Gum Animi can be procured in India , it will sell for a great Price ; it should be of a fine pale yellow , and as transparent as Glass , and must dissolve in Spirits of Wine , and is not much harder than Rosin , and resembles transparent Amber so much , that Cane Heads have been made of it , and sold for Amber nan ",0,0,0,0
146,"GUM SAGAPENUM , GUM SARCOCOLLA , GUM TRAGACANTH ; come cheap from Turkey nan ",0,0,0,0
147,"But if any Sagapenum can be procured in India , it will fetch a good Price ; it in some Measure resembles Assafaetida , but is in less Tears , and smells like Garlick instead of Onions which Assasaetida does nan ",1,0,0,0
148,"LAPIS TUTIAE : The sublimate Part collected by Means of Sticks , on the uppermost Part of Furnaces when a certain Metal in the East Indies is fluxed , by which Means it receives a tubelated Form , and generally appears of a Mouse Colour ; it is of little Use , and made in England the Copper Works , and therefore not worth importing nan ",0,0,0,0
149,"LIGNUM ALOES , or ALOES WOOD nan ",0,0,0,0
150,"What is brought to Europe is in little hard ponderous Pieces , or Chips ; when burnt , or reduced to Powder , has a bitterish aromatic Taste , and fragrant Smell , but little in Use ; but a small Quantity of the true would fetch a high Price ; a Ton would over-do the Market nan ",1,0,0,0
151,"MASTICK WHITE , MASTICK RED ; brought from Turkey nan ",0,0,0,0
152,"Lump Mastick has been brought from India , but sold for a poor Price ; it ought to be in Tears , of the Size of a small Pea , and as transparent as Amber , but a paler Colour nan ",0,0,0,0
153,MIRABOLANES nan ,0,0,0,0
154,"Are a dried Fruit , resembling a Plumb ; there were formerly five Sorts , but never in any Demand , though they are said to be used as Efficacious in Madness : there are very few in London , and a small Quantity of fresh ( for there have been some a hundred Years old ) might sell well nan ",0,0,0,0
155,OIL of CINNAMON nan ,0,0,0,0
156,"Very nice Judgment is required to distinguish the genuine from the Cassia , or adulterated Sort ; the true will sink in Water , and so it will if loaded with Loaf Sugar ; the more it resembles Cinnamon the better , and if true will be very hot upon the Tongue nan ",0,0,0,0
157,"OIL of NUTMEGS , OIL of CLOVES , OIL of MACE nan ",0,0,0,0
158,"Should all resemble the Spices from whence they are drawn , the Oil of Cloves and Nutmegs , which we import from Holland , are liquid ; but the Oil of Mace is in square Cakes , and resembles the Substance of Butter , only rather firmer and perhaps none of them are true , as all those Spices are so powerful as to bear a great Mixture nan ",0,0,0,0
159,OPIUM nan ,0,0,0,0
160,"The concrete Juice of the Poppy ; it chiefly comes from Turkey , where they prepare it much better than what comes from India , which is much softer and fouler than the Turkey , which sometimes come dry enough to break like Spanish Liquorish , though the East India Climate , even without the help of Fire , might evaporate the Moisture nan ",0,1,0,0
161,"SEED , or RAGGED PEARL nan ",0,0,0,0
162,"Is found in the Pearl Fish , of an uneven Shape , seldom so large as a small Pea , and the only Sort in Use nan ",0,0,0,0
163,SENNA LEAVES nan ,0,0,0,0
164,"Come cheap from Turkey , and much brighter and cleaner than any that have been brought from India , which generally are foul and full of Stalks , and of a darker colour , and not near so fresh nan ",1,0,0,0
165,SPIKENARD nan ,0,0,0,0
166,"Is a small Root , from which issue several very small Fibres , resembling a Bunch or Brush , about an Inch long , and very light in weight , of a darkish brown Colour ; it has an aromatic but rather disagreeable Smell : be careful that it is free from Dust or Earth nan ",1,0,0,0
167,"STORAX CALAMITA , or STORAX in TEARS nan ",0,0,0,0
168,"Is a fine odoriferous Gum , sometimes in small Drops or Tears , and often brought home in Masses , with Saw-dust , Sand , & c nan ",1,0,0,0
169,"It generally comes from Turkey or Italy ; the fine greatly resembles fine Gum Benjamin , but is generally moisiter nan ",0,0,0,0
170,TAMARINDS nan ,0,0,0,0
171,"The long Pod or Fruit of the Tamarind Tree , which grows in Pods as large as ripe Beans ; it is taken out of the Shell , and preserved in Sugar , the less of which the better , provided there is enough to keep the Pulp moist : the West India is red ; there is red , brown and black , brought from ihe East Indies , but the black is the most valuable , and the more Pulp and sewer Stones the better ; they are of a very fine acid , more pleasant than the Juice of Lemons , and make much wholesomer Punch nan ",0,0,0,0
172,JAPAN EARTH nan ,0,0,0,0
173,"Improperly so called , as by Experiments it appears to be the Juice of some vegetable Fruit boiled to a hard consistence , like Spanish Juice , in hard Lumps , which ought to break of a brown shining Colour , and of an astringent Taste ; it was formerly , when Bohea Tea was more esteemed than green , used in dying green Tea , and other Leaves of a Bohea Colour nan ",0,0,0,0
174,"Two or three Tons would sell very well , but more would render it of little Value , the Consumption being small nan ",0,0,0,0
175,WORMSEED nan ,0,0,0,0
176,"Is a small chaffy Seed , of a light yellow Colour , of a fragrant Smell , and a sine bitter Taste , and in all Probability the Seed of Wormwood nan ",1,0,0,0
177,"What we have had from India was so small , dusty , chaffy , and full of Stalks , that it did not sell for a third of the Price of that imported from Turkey nan ",0,0,0,0
178,YELEOW SAUNDERS nan ,0,0,0,0
179,"A pale yellowish Wood , of a pleasant Smell , bitterish aromatic Taste , which leaves an agreeable kind of Pungency ; it is generally brought in large thick Logs , and Care should be taken that it is quite sound and solid nan ",1,0,0,0
180,"There is a Sort of white Saunders , which perhaps is nothing more than the yellow with the Sap on it , and should be avoided , as Rosewood , notwithstanding its being of a dark Colour , is in some Measure white on the Outside , but that Part will produce no Oli nan ",0,0,0,0
181,"OIL of RHODIUM , or ROSEWOOD nan ",0,0,0,0
182,"Though never imported from India , might be extracted from the Chips of large Pieces , which are made into Tea Chests , & c . and the small Branches of the Tree , in the same Manner as the Oil of Cinnamon , & c . are ; the Wood would not answer importing , but the Oil may , as the Chymists and Perfumers sell it at 14s . an Ounce nan ",0,0,0,0
183,ZEDOARY ROOT nan ,0,0,0,0
184,"There are two Sorts brought from India , the yellow and the white , both of them generally cut into small Pieces of different Shapes , though it appears by the Shape of them , that the Root is originally round or oval , and only cut for the Conveniency of drying them better ; the yellow has the Appearance of large Turmerick , but a more agreeable aromatic Taste ; the white is more rosinous on the Inside , and of a pale dusky white Colour , and more valuable nan ",0,0,0,0
185,"Observe that it is sound , and free from Worms , or Rottenness , and the larger and heavier , if dry , the better nan ",0,0,0,0
186,Various Articles nan ,0,0,0,0
187,ARRACK nan ,0,0,0,0
188,"Is a fine Cane Spirit , supposed to be distilled from Rice , formerly of great Esteem in England , but the high Duties has lessened the Demand so , that fifty or sixty Leagers are sufficient for a Year ' s Consumption nan ",0,0,0,0
189,"What you intend for Sale must be full Proof , clean , and have no bad Smell nan ",1,0,0,0
0,nan ,0,0,0,0
1,Section 1 nan ,0,0,0,0
2,PHYSICK FOR THE SICKNESSE nan ,0,0,0,0
3,"THe word Plague in English , signifieth , A Sharpe Punishment of what kind soever nan ",0,0,0,0
4,As we may reade many were the Plagues inflicted on the Egyptians : and some of us in Indignation wil threaten to plague those that highly offend us nan ,0,0,0,0
5,"But it is usually and most properly taken for that dreadfull affliction which in Latin is called Pestis , or Pestilentia ; in Greeke in non-Latin alphabet , which signifies A Deadly Fretting , and it is the same with in non-Latin alphabet a in non-Latin alphabet , quod efficiat Defectum Hominum nan ",0,0,0,0
6,"Or in non-Latin alphabet , Pernities seu Exitium nan ",0,0,0,0
7,"Hippocrates gives it a name of distinction , calling it in non-Latin alphabet , Morbus Communis , a Common or popular Disease nan ",0,0,0,0
8,But we must understand that there are two sorts of Plagues that be Epidemicall nan ,0,0,0,0
9,Viz nan ,0,0,0,0
10,"A Simple , and a Putrid Plague nan ",0,0,0,0
11,"The Simple Plague , is The very Influence of the striking Angell executing the vengeance of God upon the Bodies of Men nan ",0,0,0,0
12,"This kind of Plague ariseth from no distemper of Blood , putrifaction of Humors , or influence of Starres ; but falleth meerely from the immediate stroke of Gods punishing Angell ( Such were the Plagues , Exod . 12 Num . 11.16.25 nan ",0,0,0,0
13,"Also , 2 Sam . 24 . and 2 Kings , 19 . ) whereof some dye suddenly without any precedent complaint or conceit of Infection nan ",0,0,0,0
14,"Others againe , though they be sicke before they dye ; yet their first taking hath beene after an extraordinary manner nan ",0,0,0,0
15,"For I observed in the last great Plague heere in London , ( Anno 1625 . nan ",0,0,0,0
16,"That some felt themselves manifestly stricken , being sensible of a blow suddainly given them , on the Head , necke , backe , or side : Sometime so violently , that they have been eyther almost , or altogether over-turned : and after these and such like stroakes some have dyed , and those that recovered , escaped without humane helpe : For this kind of Plague , as it is rare , so it is also by all Art of Man incurable nan ",0,0,0,0
17,"Therefore no Method but Repentance , no Medicine but Prayer , can avert , or heale this stroake : Of all Antidotes for the Body , that Triacle which is made of the Flesh of earthly Serpents , is the best esteemed : But for the Soule , that only which is made of the Bloud of that Brazen Serpent that was lifted vp on the Crosse for our sinnes nan ",0,0,0,0
18,"Hee that by a lively Faith applyeth the benefit of our Blessed SAVIOURS Sufferings to the sicknesse of his Soule , shall undoubtedly recover ( if not health here ) heaven hereafter nan ",0,0,0,0
19,"The Putrid Plague , is a Popular Feavor venemous and Infectious , striking chiefly at the Heart , and for the most part is accompanied with some Swelling , which is eyther called a Blayne , a Botch or a Carbuncle , or else with Spots called GODS Tokens nan ",0,0,0,0
20,"This comes of Putrifaction of the Bloud and Humors in the Body , which it pleaseth God sometimes to make the Instrument of his punishing Iustice , mixing it with the Simple Plague before mentioned nan ",0,0,0,0
21,"This Putrifaction may be caused by the Influence of the Starres , who doe undoubtedly worke upon all sublunarie bodies nan ",0,0,0,0
22,"For Astrologers are of opinion , that if Saturne and Mars have dominion ( especially under Artes , Sagitarius , and Capricorn , ) a Pestilence is shortly to be expected nan ",0,0,0,0
23,Or if these two ( the most Malevolent ) be in Opposition to the gentle Planet Iupiter ; as the Poet singeth : — Caelitús imbuitur tabe aifflatilis aura Mars quando obijcitur Falcitenens { que } Iovi nan ,0,0,0,0
24,The Windes likewise are led into theyr motions by the motions of the Starres ; The Planets ( especially the Sunne ) by extracting the earths exhalations ( which are the substance of the Winds ) doe set them so on worke nan ,0,0,0,0
25,"And the Windes are some by nature wholsome , and some unwholsome nan ",0,0,0,0
26,"The South-wind blowing from the Meridian is of nature hot and moyst , and full of showers nan ",0,0,0,0
27,"Now when by the influence of the Planets this Wind bloweth long and bringeth continuall raine , it causeth much moysture in all Airie and Earthy bodies , and so much the more by how much the milder it is nan ",0,0,0,0
28,"This moysture being in such abundance cannot be digested nor attenuated by the Sunnes heat ; and therefore setling together it must needs putrifie ; and that so much the sooner , because the heate of the Sunne ( not being able to extract all ) does inflame the remnant , by which inflamation the putrifaction becomes the greater nan ",0,0,0,0
29,"In this manner are the windes in cause : and moreover they doe sometimes transferre the Contagion from one region to another ; as Hippocrates affirmes the Plague to be brought over the Sea from Aethiopia into Greece , by the South-wind nan ",0,0,0,0
30,"Now if the Starres be pestilently bent against us , neyther Arts nor Armes , Perfumes nor Prayers , can prevaile with them , who have neyther pitie nor sense , nor power to alter their appointed motions nan ",1,0,0,0
31,"But Hee that commandeth their course , and altereth them at his pleasure : Hee that made the Sunne and Moone to stand still for Iosuah , yea drew the Sunne tenne degrees backe for Hezekiah , and caused the Starres to fight in their courses against Sisera nan ",0,0,0,0
32,"He , and He onely is able to heale all infections that can arise from their influences nan ",0,0,0,0
33,The Cure of this Cause therefore is the same with the former nan ,0,0,0,0
34,Other Causes there be also of this Putrid Plague nan ,0,0,0,0
35,"Namely , corrupt and unwholsome Feeding , stenches of unsavorie and rotten Dung-hils , Vaults , Sinckes , Ditches and dead Carions ; as the Poet affirmes ; — Corpora faeda iacent , vitiantur adoribus aurae nan ",1,0,0,0
36,These are the Maintaining Causes of the Contagion after it is begun nan ,0,0,0,0
37,"So is likewise the unseasonablenesse of the Weather : Quum tempestiva intempestivè redduntur : as sayth Hippocrates , When the weather is unseasonable for the season of the yeare ; being hot when it should be cold , moyst when it should be dry : and on the contrary nan ",0,0,0,0
38,This kind of Plague is by Art curable in as many as it pleaseth GOD to send and sanctifie the right meanes unto nan ,0,0,0,0
39,"The former is most properly called The Plague , being the immediate Stroke of Gods hand nan ",0,0,0,0
40,"This , The Sicknesse , because infectious , and many times Curable nan ",0,0,0,0
41,"For this therefore doe I intend to prescribe a course of Physicke , such as both my much reading , and also my manifest Experience in the last great Visitation , have preferred to my best approbation nan ",0,0,0,0
42,"Wherein I will first open the way of Preservation , after that , shew the Signes of being Infected , and then the Course of Cure nan ",0,0,0,0
43,"In the way of Preservation , it is first necessary to be considered , whether it be Infectious or no : And then who are most or least subject ( according to naturall reason ) to receive this Infection nan ",0,0,0,0
44,"This Putrid Plague , is ( as I have sayd ihe Definition ) venemous , which is granted of all both Physitians and Philosophers nan ",0,0,0,0
45,"Now by Venom or Poyson , we commonly understand some thing that has in it some dangerous subtle quality that is able to corrupt the substance of a living body to the destruction or hazard of the life thereof nan ",0,0,0,0
46,"This working is apparent in this Sicknesse , by his secret and insensible insinuation of himself into the Vitall spirits , to which as soone as hee is gotten , he shewes himselfe a mortall enemy , offering with suddaine violence to extinguish them nan ",0,0,0,0
47,"His subtle entrance , his slye crueltie , his swift destroying ; the unfaithfulnesse of his Crisis , and the other Prognostick signes ; and the vehemencie , grievousnesse and ill behaviour of his Symptomes , all being manifest proofes of his venemous quality nan ",0,0,0,0
48,"For in this Disease the Seidge , Vrine , and sweat , have an abhominable savour , the breath is vile and noysome : Ill coloured Spots , Pustles , Blisters , swellings , and vlcers full of filthy matter arise in the outward parts of the Body : Such as no superfluitie or sharpnesse of Humors , nor any putrifaction of matter ( without a venemous qualitie joyned with it ) can possibly produce nan ",1,0,0,0
49,But though it may thus by the Learned be acknowledged to be Venemous ; yet is it by many of the Ignorant sort conceited not to be Infectious nan ,0,0,0,0
50,"To satisfie such , I define Infection or Contagion to be That which infecteth another with his owne qualitie by touching it , whether the medium of the touch be Corporeall or Spirituall , or an Airie Breath nan ",0,0,0,0
51,"Of this kind there are divers Diseases that are infectious , though not so deadly as the Plague nan ",0,0,0,0
52,"As for Example , Itch and Scabbinesse , Warts , Measels , small Pox , the Veneriall Pox ; these by rubbing , and corporeall touches doe infect : Also soare Eyes doe by their Spirituous beames infect other eyes : And the Pthisick or putrified Lungs doe by their corrupt breath infect the lungs of others nan ",1,0,0,0
53,"But the Plague infects by all these waye , and such sicke bodies infect the outward Aire , and that Aire again infects other Bodies nan ",0,0,0,0
54,"For there is a Seminarie Tincture full of a venemous quality , that being very thin and spirituous mixeth it selfe with the Aire , and piercing the pores of the Body , entreth with the same Aire , and mixeth it selfe with the Humors and spirits of the same Body also nan ",0,0,0,0
55,"For proofe of this , we see by daily experience , that Garments , Coffers , nay walls of Chambers will a long time retaine any strong sent , wherwith they have beene fumed nan ",1,0,0,0
56,"Now the Sent is meerly a Qualitie , and his substance is the Aire , which is also the Vehiculum wherein it is seated and conveighed nan ",1,0,0,0
57,"So does the Pestilent Infection take hold , though not sensibly ( for the strongest Poysons have little taste or smell ) yet certainly ; as experience testifies : for Garments , and Houshold-stuffe have beene infected , and have infected others nan ",1,0,0,0
58,"As Fracastorius tels of a Furred-Gowne , that was the death of 25 nan ",0,0,0,0
59,"Men in Verona , Anno 1511 . who one after another wore it , thinking still they had ayred it sufficiently nan ",0,0,0,0
60,"And if Alexander Benedictus may be beleeved , Feather-beds will keepe the Contagion seaven yeares nan ",0,0,0,0
61,"Other experiences we have also of live Poultry , which being applyed to the soares , are taken away dead , having not been wounded , crushed , nor hurt any whit at all nan ",0,0,0,0
62,"And many that have beene Infected , have plainly perceived where , and of whom they tooke it nan ",0,0,0,0
63,[ Object . nan ,0,0,0,0
64,"But ( say some ) then why is not one infected as well as another I have eaten of the same dish , drunk in the same cup , and lyen in the same bed with such sicke ones , and that while their Soares were running : yet never had so much as my finger aking after it nan ",0,0,0,0
65,[ Answ . nan ,0,0,0,0
66,"To this I answer , there may be Two speciall Causes for this nan ",0,0,0,0
67,"The first and Principall Cause is the Protection of the Almighty , which preserves some as miraculously as his Iustice strikes others nan ",0,0,0,0
68,"Thus through his Mercy he often preserves those that with faithfull and conscionable care doe Christian offices about the Sicke ; being warrantably called thereto , and not thrusting themselves eyther presumptuously , or rashly into the businesse without a just , and reason-rendring Cause nan ",0,0,0,0
69,"For GOD has given his Angels charge over vs , to keepe vs in all our wayes , as the Psalmist sings nan ",0,0,0,0
70,"And secondly , every pestilent Contagion is not of the same nature , nor hath equall conformity with every Constitution , Age , or manner of Living : For some Contagion is apt to infect onely the Sanguin complexion , some the Cholericke , some the Phlegmaticke onely : Some Children , some Youths , some those of Ripe age , some Antient people ; some the Rich , and other the poore onely : And where the Seminarie Tincture hath no Analogie , there is none , or verie flight Infection nan ",0,0,0,0
71,"And first those are most apt to be Infected , that have thin Bodyes and open pores ; and whose hearts are so hot , that they need much attraction of Aire to coole them nan ",0,0,0,0
72,"Also , they whose Veynes and Vessels , are full of grosse humors , and corrupt juyces ( the venemous matter being thicke , and therefore unapt to breath through the pores ) their putrefaction is increased by the inward heat , and so driven to malignitie ; and thence onward to a Pestilent qualitie nan ",0,0,0,0
73,"Hence those bodies that are moist and full of Phlegmaticke humors , whose veines are straight ( and therefore apter to intercept then entertaine those well well concocted juyces that would make the purest Bloud ) and the thicknesse of whose skin denies the transpiration of excrements : these are easily poluted and infected nan ",0,0,0,0
74,Section 2 nan ,0,0,0,0
75,Repletion and Evacuation nan ,0,0,0,0
76,Exercise and Rest nan ,0,0,0,0
77,Sleepe and Watching nan ,0,0,0,0
78,Passions of the Minde nan ,0,0,0,0
79,They are composed also in these two Verses nan ,0,0,0,0
80,"Aër , Esca , Quies , Repletio , Gaudia , Somnus : Haec moderata juvant , immoderata nocent nan ",0,0,0,0
81,"These indeed are the sixe Strings of Apollo ' s Viall , wherein consisteth the whole harmonie of health nan ",0,0,0,0
82,"If these be in tune , the body is sound : But any of those too high wrested , or too much slackned ( that is immoderately used ) makes a discord in nature , and puts the whole body out of tune nan ",0,0,0,0
83,For Ayre first nan ,0,0,0,0
84,"Ayre is that which we draw in with our breath continually , and wee cannot live without it one minute ; for it is the food of our Spirits , and therefore we had need take heed that the ayre we draw be pure and wholsome nan ",0,0,0,0
85,"The whole streame of Opinion runnes upon a cold and dry Aire , so commending the North and East windes , as most wholsome : and condemning the Hot and Moist Aire engendred by the South and West windes , as the fittest matter for infection , because most apt to putrefaction nan ",0,0,0,0
86,"So Hippocrates ( in the 2d . of his Epidem . ) saith , that in Cranon a Citie of Thessalie , there arose putrid Vlcers , Pustuls , and Carbuncles , through the hot and moyst constitution of the ayre nan ",1,0,0,0
87,"And Galen ( in 1 . de Temperam . c . 4 . ) affirmeth , that the hot and moyst constitution of the ayre , doth most of all breed pestilent diseases nan ",0,0,0,0
88,"And from these mouthes , a multitude of late Writers have learnt to speake the same thing nan ",0,0,0,0
89,"Yet we know that the hot and dry weather also , may cause a contagious ayre nan ",0,0,0,0
90,So saith Avenzoar in his 3 nan ,0,0,0,0
91,"Booke , 3 nan ",0,0,0,0
92,Tract . and 1 . chap nan ,0,0,0,0
93,"And Titus Livius ( in lib . 1 . decad . 4 . ) recordeth , that Rome was infected with the Plague by a Hot and Dry distemper of the Aire nan ",0,0,0,0
94,"Wee also may remember , that the Summer 1624 was an extreame dry and parching Summer : and we cannot forget that this last Summer was not much unlike like it nan ",0,0,0,0
95,"The Contagion indeed this yeare was begotten beyond Sea , and was rock ' d hither in sicke bodyes ; but our Ayre I feare will prove a Nurse though not a Mother to it : This Spring answering to the sore-past Summer in heate and drouth nan ",0,0,0,0
96,"Now to avoyde the mischiefes of unwholsome ayre ; Hippocrates the Prince of Physitians , ( in his Booke de Natura humana ) gives this counsell nan ",0,0,0,0
97,"Providendum est ut quàm paucissimus aëris influxus corpus ingrediatur , & ut ille ipse quam peregrinus existat : Regionum etiam locos in quibus morbus consistat , quantum ejus fieri potest permutare oportet nan ",0,0,0,0
98,Others advise in threee words nan ,0,0,0,0
99,"Citò , Longè , Tardè , which Iordanus calls an Antidote made of 3 . adverbs , thus versifying upon them nan ",0,0,0,0
100,"Haec tria tabificam pellunt adverbia Pestem ; Mox , Longè , Tardè ; Cede , recede , redi nan ",0,0,0,0
101,"But I will not teach to flee ; for too many with Dedalus put on wings the last great visitation , that with Icarus dropt downe by the way nan ",0,0,0,0
102,Onely my counsell is this nan ,0,0,0,0
103,"Let every one keepe himselfe as priuate as he may : Shun throngs of people , and all wet , close , and stinking places nan ",1,0,0,0
104,"Walke not abroad before , nor after Sunne nan ",0,0,0,0
105,"Keep moderation between heat and cold in all things ; yet rather encline to heate a little , because of drying up superfluous moystures nan ",0,0,0,0
106,"Let the streets bee kept cleane ; washing the channels every morning and evening , and sweeping away all durt , leaves , stalkes , and rootes of hearbes , and offals ; leaving no dunghils nor other noysome matter in the streets nan ",1,0,0,0
107,"Also in the evenings it is good to purifie the ayre with Bonefires , but especially with Fireworkes : or rather with discharging of peeces : for Gunpowder is exceeding drying by reason of the Salt peeter and Sulphur with which it is made , and by the crackes that it gives , the Ayre is forcibly shaken and attenuated , and so opened to let in that purification , which is immediately made by the fire that goes along with it nan ",0,0,0,0
108,"This way is commended by Levinus Lemnius , de Ocultis Naturae Mirac . lib . 2 . cap . 10 nan ",0,0,0,0
109,Also by Crato in consilio 275 By Raymundus Mindererus lib . de Pestilentia cap . 20 . and all the late Writers nan ,0,0,0,0
110,"Within doores observe , that little houses must not be pestered with many Lodgers , for it is best ( for those that are able ) to have shift of Beds and Chambers to lie in , that the ayre in them may be kept free and sweet nan ",1,0,0,0
111,"Keepe every roome daily very cleane , leaving no fluts corners nan ",0,0,0,0
112,Let not Water stand so long in any vessell as to putrifie ; which in hot weather it will soone doe nan ,0,0,0,0
113,"Make Fires every day in everie roome , in quantitie according to the largenesse of the roome , and the temperature of the weather nan ",1,0,0,0
114,"Perfume them and all the houshold-stuffe in cold and moist weather with Frankinsense , Storax , Benjamin , Pitch , Rosin , Lignum alöes , Lignum Rhodium , Iuniper-wood , or the Berries nan ",0,0,0,0
115,"In hot and drie weather with Rosewater on a hot Fire-shovell , or some such like coole fume in a perfuming-pot nan ",1,0,0,0
116,"Strew the Windowes and ledges with Rew , Wormwood , Lavender , Marjoram , Penyriall , Costmary , and such like in cold weather ; but in hot with Primroses , Violets , Roseleaves , Borrage , and such cooling scents nan ",1,1,1,1
117,"For Garments , avoide ( as much as may bee ) all leather , woollen , and furres : also velvets , plush , and shagge nan ",0,0,0,0
118,"Choose such as may be watered , as chamlets , grograms , paropas , philip and chenyes , and such like : for their gumminesse excludeth the infectious aire best nan ",0,0,0,0
119,"Have shift , and shift often ; and still as cloathes are left off , perfume them well nan ",1,0,0,0
120,"Beware of buying old clothes , Bedding or such like stuffe : for if they have beene used by the infected , they are verie dangerous , as I told you before in the authoritie of a furr ' d Gowne , and Feather-beds nan ",0,0,0,0
121,"Carrie in your mouth a peece of Citron-pill , or for want of that , of Lemon pill ; a Clove , or a peece of Tormentill Root nan ",0,0,0,0
122,"Or if any will resort to me in Golding lane , I will soone provide for them Lozenges to hold in their mouth , sit for their constitution , and such as I have had good experience of , the last great Plague time nan ",0,0,0,0
123,"Carry in your hand a Lemon stucke with cloves , sweet Marjoram , Lavender , Balme , Rew , or Wormwood ; as the constitution of your braine shall require nan ",0,1,0,0
124,"For beleeve by my experience , that many did enflame their braines , and so fell into the Sicknesse they shunned in the last great Contragion , by smelling to , and carrying things in their mouthes too hot for their complexion.Camphor also , though it be accounted an excellent coole fume for ill aires , yet those that have cold and weake stomacks are very much weakned by the use of it nan ",1,0,0,0
125,But beware of unsavourie smels and stinking odours nan ,1,0,0,0
126,"For though Dioscorides commends Galbanum , and Cardan the burning of Leather , Averroes a potion of Vrine , and others the smelling to Horse-dung : yet I stand to it , that sweet and pleasing odours are more proper ; because they dilate , restore and comfort the Spirits ; whereas the contrary doe contract , and repugne them ; and so weaken the faculties nan ",1,0,0,0
